A0,A1,A2,A3,A4,A5,A6
35065,高邮市幸福融媒影院发展有限公司送桥分公司,准予行政许可决定书,邮新许〔影〕字2021第01号,电影放映,高邮市新闻出版局,2021/7/22
34003,南京水务集团有限公司,南京城市绿化条例,南京城市绿化条例,根据《南京城市绿化条例》第二十七条、第二十八条规定，本局决定同意临时占用，占用时间由2021年5月1日至2021年6月30日，占用期61天，占用地点：天保街、双闸路（龙王大街北侧）、平良大街，占用面积399平方，占用结束后，及时原样恢复绿化。,建邺区城管局,2021/7/22
33989,江苏伍伍利民医药连锁有限公司淮海建材城店,药品经营许可证申请准予通知书,宿食药监械行决〔2021〕YP7001号,（处方药、非处方药）化学药制剂、抗生素制剂、生化药品、中药饮片（仅限精制包装单味中药饮片）、中成药（以上需冷藏保管药品除外）,宿迁经济技术开发区行政审批局,2021/7/22
33588,江苏桐昆恒阳化纤有限公司,关于准予江苏桐昆恒阳化纤有限公司智能化产业项目取水的行政许可决定,宿水许可〔2021〕30号,同意江苏桐昆恒阳化纤有限公司智能化产业项目取水,宿迁市水利局,2021/7/22
35243,南通东方石油化工港储有限公司,交通行政许可申请许可决定书,NT320600202107220047,"南通东方石油化工港储有限公司:你(单位)于2021-07-22 15:27:15向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:10:00至2021-07-23 19:00:00时间内作业。",如皋市港口局,2021/7/22
33590,宿迁桐昆旭阳热电有限公司,关于准予宿迁桐昆旭阳热电有限公司热电联产项目取水的行政许可决定,宿水许可〔2021〕32号,同意宿迁桐昆旭阳热电有限公司热电联产项目取水,宿迁市水利局,2021/7/22
33589,宿迁桐昆宏阳印染有限公司,关于准予宿迁桐昆宏阳印染有限公司7亿米布料生产线项目取水的行政许可决定,宿水许可〔2021〕31号,同意宿迁桐昆宏阳印染有限公司7亿米布料生产线项目取水,宿迁市水利局,2021/7/22
35244,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220040,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:24:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 12:00:00至2021-07-28 12:00:00时间内作业。",连云港市港口局,2021/7/22
35251,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220037,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:47:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-23 22:00:00时间内作业。",南京市交通运输局,2021/7/22
35252,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107210039,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:08:52向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 00:00:00至2021-07-26 00:00:00时间内作业。",连云港市港口局,2021/7/22
35249,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220002,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:45:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 14:00:00时间内作业。",连云港市港口局,2021/7/22
35250,海门市龙发化工有限公司,交通行政许可申请许可决定书,NT320600202107220015,"海门市龙发化工有限公司:你(单位)于2021-07-22 11:25:00向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:00:00至2021-07-23 18:00:00时间内作业。",海门市交通运输局,2021/7/22
33675,江苏政田重工股份有限公司,中华人民共和国机电进口许可证,2132600123,进口机电产品,南通市商务局,2021/7/22
33876,南京绿联建设有限公司,建筑业企业资质证书,D332232400,简单变更,南京市城乡建设委员会,2021/7/22
35216,江苏长江药业有限公司,药品补充申请备案件,苏备202100290,"根据《药品注册管理办法》及有关规定，复方利血平片
改变原料药产地的申请已备案：硫酸双肼屈嗪原料药供应商在亚宝药业集团股份有限公司基础上增加常州武新制药有限公司；氢氯噻嗪原料药供应商在常州制药厂有限公司基础上增加苏州立新制药有限公司。",江苏省药品监督管理局,2021/7/22
33879,南京亭之轩建设工程有限公司,建筑业企业资质证书,D332456302,简单变更,南京市城乡建设委员会,2021/7/22
33878,南京安兰建设工程有限公司,建筑业企业资质证书,D332444790,简单变更,南京市城乡建设委员会,2021/7/22
35218,江苏新煮驿食品有限公司,关于业户许可决定书,常交运许字〔2021〕01307号,道路业户经营许可新增,常州市交通运输局,2021/7/22
33689,南京轩_土石方工程有限公司,建筑业企业资质证书,D332297122,简单变更,南京市城乡建设委员会,2021/7/22
33676,南京凯基脚手架有限公司,建筑业企业资质证书,D332105251,简单变更,南京市城乡建设委员会,2021/7/22
35219,无锡宏之诚钢业有限公司,关于车辆许可决定书,锡320205005548,道路运输车辆道运证配发,锡山区运输管理处,2021/7/22
33696,江苏荣易建设有限公司,建筑业企业资质证书,D332143939,简单变更,南京市城乡建设委员会,2021/7/22
34214,江苏宁峰建设有限公司,建筑业企业资质证书,D332451490,简单变更,南京市城乡建设委员会,2021/7/22
35020,南通焯晟石油化工有限公司,交通行政许可申请许可决定书,NT320600202107220004,"南通焯晟石油化工有限公司:你(单位)于2021-07-22 08:48:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-26 06:00:00时间内作业。",如皋市港口局,2021/7/22
35021,江阴恒阳化工储运有限公司,交通行政许可申请许可决定书,WX320200202107220020,"江阴恒阳化工储运有限公司:你(单位)于2021-07-22 14:01:46向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:30:00至2021-07-24 14:30:00时间内作业。",江阴市口岸办,2021/7/22
35018,中石化南京清江物流有限公司,交通行政许可申请许可决定书,NJ320100202107220065,"中石化南京清江物流有限公司:你(单位)于2021-07-22 13:07:17向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-24 08:00:00时间内作业。",南京市交通运输局,2021/7/22
35019,南通焯晟石油化工有限公司,交通行政许可申请许可决定书,NT320600202107220009,"南通焯晟石油化工有限公司:你(单位)于2021-07-22 08:59:24向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-24 14:00:00时间内作业。",如皋市港口局,2021/7/22
35025,南京正道化工实业有限公司,关于车辆许可决定书,宁16334558,更新,南京市六合区运输管理所,2021/7/22
35029,扬州华泰石化物流有限公司,交通行政许可申请许可决定书,YZ321000202107220001,"扬州华泰石化物流有限公司:你(单位)于2021-07-22 08:48:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 11:03:00至2021-07-24 15:45:43时间内作业。",仪征市交通运输局,2021/7/22
35030,南通鑫港化工有限公司,交通行政许可申请许可决定书,NT320600202107210031,"南通鑫港化工有限公司:你(单位)于2021-07-21 13:00:12向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-24 16:00:00时间内作业。",如东县交通运输局,2021/7/22
35026,无锡市山河山运输有限公司,关于车辆许可决定书,锡320206012711,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35028,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007798,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
34427,南京峰元电力工程有限公司,建筑业企业资质证书,D332439270,简单变更,南京市城乡建设委员会,2021/7/22
35011,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220013,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:13:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",南京市交通运输局,2021/7/22
35012,苏州现代货箱码头有限公司,交通行政许可申请许可决定书,SZ320500202107220025,"苏州现代货箱码头有限公司:你(单位)于2021-07-22 10:49:34向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 23:00:00至2021-07-24 23:00:00时间内作业。",太仓市交通运输局,2021/7/22
35009,中国石油天然气股份有限公司江苏盐城射阳销售分公司,交通行政许可申请许可决定书,YC320900202107210005,"中国石油天然气股份有限公司江苏盐城射阳销售分公司:你(单位)于2021-07-21 21:15:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:10:00至2021-07-23 18:40:00时间内作业。",射阳县交通运输局,2021/7/22
35010,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220082,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 16:30:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:35:35至2021-07-24 17:24:46时间内作业。",南京市交通运输局,2021/7/22
35013,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220001,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:44:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 14:00:00时间内作业。",连云港市港口局,2021/7/22
35016,江苏长江石油化工有限公司,交通行政许可申请许可决定书,SZ320500202107210138,"江苏长江石油化工有限公司:你(单位)于2021-07-21 23:54:24向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 09:00:00至2021-07-26 08:00:00时间内作业。",太仓市交通运输局,2021/7/22
35017,镇江港务集团有限公司,交通行政许可申请许可决定书,ZJ321100202107220001,"镇江港务集团有限公司:你(单位)于2021-07-22 08:35:17向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-23 15:20:00时间内作业。",镇江市交通运输局,2021/7/22
35014,张家港保税区长江国际港务有限公司,交通行政许可申请许可决定书,SZ320500202107210135,"张家港保税区长江国际港务有限公司:你(单位)于2021-07-21 21:21:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 21:30:00至2021-07-23 20:00:00时间内作业。",苏州市交通运输局,2021/7/22
35015,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220056,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 10:54:57向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-24 05:00:00时间内作业。",南京市交通运输局,2021/7/22
35049,无锡交通出租汽车有限公司,关于车辆许可决定书,锡320200024390,道路运输车辆道运证配发,无锡市交通运输局,2021/7/22
35050,苏州锦华企业服务股份有限公司常州分公司,关于业户许可决定书,常交运许字〔2021〕01301号,道路业户经营许可新增,常州市交通运输局,2021/7/22
35047,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012716,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35048,江苏携远物流供应链管理有限公司,关于车辆许可决定书,常320401423706,道路运输车辆道运证配发,常州市交通运输局,2021/7/22
35051,江阴邦远货运有限公司,关于业户许可决定书,江阴交通许字〔2021〕00526号,道路业户经营许可新增,江阴市交通运输局,2021/7/22
35054,泰州京普物流有限公司,关于业户许可决定书,泰兴交道许字〔2021〕00282号,道路业户经营许可新增,泰兴市交通运输局,2021/7/22
34216,南京雨花新城发展有限公司,建设工程消防设计审查意见书,宁建消审字〔2021〕第0114号,消防设计审查,南京市城乡建设委员会,2021/7/22
35052,宜兴市诺言运输有限公司,关于车辆许可决定书,锡320282009877,道路运输车辆道运证配发,宜兴市交通运输局,2021/7/22
35053,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007789,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
35046,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012715,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35033,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107210036,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:05:49向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 08:00:00至2021-07-26 18:00:00时间内作业。",连云港市港口局,2021/7/22
35034,南京惠洋码头有限公司,交通行政许可申请许可决定书,NJ320100202107220016,"南京惠洋码头有限公司:你(单位)于2021-07-22 09:15:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-24 15:00:00时间内作业。",南京市交通运输局,2021/7/22
35031,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220039,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:23:49向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 00:00:00至2021-07-28 00:00:00时间内作业。",连云港市港口局,2021/7/22
35032,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220012,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:51:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 00:00:00时间内作业。",连云港市港口局,2021/7/22
35035,南京港股份有限公司仪征分公司,交通行政许可申请许可决定书,YZ321000202107220010,"南京港股份有限公司仪征分公司:你(单位)于2021-07-22 14:30:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 07:00:00至2021-07-24 18:00:00时间内作业。",仪征市交通运输局,2021/7/22
34317,江苏伍伍利民医药连锁有限公司宿迁瀚林国际花园店,准予药品经营许可证变更行政许可决定书,宿市监药行决〔2021〕6149号,质量负责人变更为程瑜,宿迁市行政审批局,2021/7/22
35045,常州市添旺金属材料有限公司,关于车辆许可决定书,常320401423703,道路运输车辆道运证配发,常州市交通运输局,2021/7/22
35036,太仓阳鸿石化有限公司,交通行政许可申请许可决定书,SZ320500202107220009,"太仓阳鸿石化有限公司:你(单位)于2021-07-22 09:17:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-24 18:00:00时间内作业。",太仓市交通运输局,2021/7/22
35037,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220047,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 10:01:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:35:35至2021-07-24 17:24:46时间内作业。",南京市交通运输局,2021/7/22
35452,泰州市长运驾驶员培训有限公司,关于车辆许可决定书,泰321201002242,道路运输车辆道运证配发,泰州市交通运输局,2021/7/22
37121,南京宁彤物流有限公司,关于车辆许可决定书,宁11345068,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
37122,宜兴市东力助剂有限公司,关于车辆许可决定书,锡320282009876,道路运输车辆道运证配发,宜兴市交通运输局,2021/7/22
37123,徐州乘吧汽车出租有限公司,关于车辆许可决定书,徐320301513044,道路运输车辆道运证配发,徐州市交通运输管理处,2021/7/22
36969,中石化南京清江物流有限公司,交通行政许可申请许可决定书,NJ320100202107220064,"中石化南京清江物流有限公司:你(单位)于2021-07-22 12:45:09向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 13:00:00至2021-07-24 08:00:00时间内作业。",南京市交通运输局,2021/7/22
36970,南通久泰化工有限公司,交通行政许可申请许可决定书,NT320600202107220010,"南通久泰化工有限公司:你(单位)于2021-07-22 09:02:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:25:16至2021-07-24 09:14:25时间内作业。",海安县交通运输局,2021/7/22
36971,江苏梅兰化工有限公司,交通行政许可申请许可决定书,TZ321200202107220021,"江苏梅兰化工有限公司:你(单位)于2021-07-22 10:19:13向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-23 15:00:00时间内作业。",泰州市交通运输局,2021/7/22
37125,南通市远邦石油有限公司,交通行政许可申请许可决定书,NT320600202107220043,"南通市远邦石油有限公司:你(单位)于2021-07-22 14:27:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:05:00至2021-07-23 21:10:00时间内作业。",如皋市港口局,2021/7/22
37130,徐州中天汽车出租有限公司,关于车辆许可决定书,徐320301513041,道路运输车辆道运证配发,徐州市交通运输管理处,2021/7/22
37131,淮安市庆凯吊装运输有限公司,关于车辆许可决定书,淮320811302393,道路运输车辆道运证配发,清江浦区运输管理所,2021/7/22
37132,溧阳市臻兴玻璃科技有限公司,关于车辆许可决定书,常320481011323,道路运输车辆道运证配发,溧阳市交通运输局,2021/7/22
37126,镇江市港龙石化港务有限责任公司,交通行政许可申请许可决定书,ZJ321100202107220007,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:45:59向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 11:10:00至2021-07-23 12:30:00时间内作业。",镇江市交通运输局,2021/7/22
37128,徐州公交汽车出租有限公司,关于车辆许可决定书,徐320301513043,道路运输车辆道运证配发,徐州市交通运输管理处,2021/7/22
37129,徐州公交汽车出租有限公司,关于车辆许可决定书,徐320301513042,道路运输车辆道运证配发,徐州市交通运输管理处,2021/7/22
36968,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220004,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 08:32:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:00:00至2021-07-23 23:00:00时间内作业。",南京市交通运输局,2021/7/22
36958,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012740,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
36959,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007792,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
36960,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007793,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
36955,徐州欧亚经贸有限责任公司汽车出租分公司,关于车辆许可决定书,徐320301513056,道路运输车辆道运证配发,徐州市交通运输管理处,2021/7/22
36956,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007790,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
36957,江苏加沅建设工程有限公司,关于车辆许可决定书,锡320211007791,道路运输车辆道运证配发,滨湖区交通运输局,2021/7/22
36961,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055288,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36965,昆明盛智易联科技有限公司江阴分公司,关于车辆许可决定书,锡29500676,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
36966,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107210033,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:03:58向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 10:00:00至2021-07-26 00:00:00时间内作业。",连云港市港口局,2021/7/22
36967,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107220053,"张家港保税港区港务有限公司:你(单位)于2021-07-22 15:20:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-27 00:00:00时间内作业。",苏州市交通运输局,2021/7/22
36962,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055289,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36963,山东及时雨汽车科技有限公司江阴分公司,关于车辆许可决定书,锡29500678,预约出租客运,江阴市交通运输局,2021/7/22
36964,昆明盛智易联科技有限公司江阴分公司,关于车辆许可决定书,锡29500675,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
37158,江苏海滨汽车运输有限公司,关于车辆许可决定书,盐320922008535,道路运输车辆道运证配发,滨海县交通运输局,2021/7/22
37159,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012727,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
37160,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012733,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
37148,南京鲁旭汽车运输有限公司,关于车辆许可决定书,宁11345069,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
37156,无锡耐锐钢丸有限公司,关于业户许可决定书,江阴交通许字〔2021〕00524号,道路业户经营许可新增,江阴市交通运输局,2021/7/22
37157,常州市慈渎建筑科技有限公司,关于车辆许可决定书,常320405401159,道路运输车辆道运证配发,常州经济开发区行政审批局,2021/7/22
37161,扬州育才教育投资有限公司,关于扬州市佳源桂府幼儿园建设工程抗震设防要求的批复,扬广住建许可〔2021〕17号,扬州市佳源桂府幼儿园建设工程抗震设防要求,扬州市广陵区住房和城乡建设局,2021/7/22
37173,南通阳鸿石化储运有限公司,交通行政许可申请许可决定书,NT320600202107220042,"南通阳鸿石化储运有限公司:你(单位)于2021-07-22 14:22:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-25 00:00:00时间内作业。",如皋市港口局,2021/7/22
37174,镇江市港龙石化港务有限责任公司,交通行政许可申请许可决定书,ZJ321100202107220009,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:52:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:40:00至2021-07-23 16:00:00时间内作业。",镇江市交通运输局,2021/7/22
37175,张家港保税区长江国际港务有限公司,交通行政许可申请许可决定书,SZ320500202107210136,"张家港保税区长江国际港务有限公司:你(单位)于2021-07-21 21:34:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 21:40:00至2021-07-23 18:00:00时间内作业。",苏州市交通运输局,2021/7/22
37170,南京宁彤物流有限公司,关于车辆许可决定书,宁11345055,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
37171,连云港新荣泰码头有限公司,交通行政许可申请许可决定书,LYG320700202107220018,"连云港新荣泰码头有限公司:你(单位)于2021-07-22 10:00:54向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-30 20:00:00时间内作业。",连云港市港口局,2021/7/22
