A0,A2,A4,A5
35249,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:45:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 14:00:00时间内作业。",港口
35250,交通行政许可申请许可决定书,"海门市龙发化工有限公司:你(单位)于2021-07-22 11:25:00向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:00:00至2021-07-23 18:00:00时间内作业。",交通 运输
33675,中华人民共和国机电进口许可证,进口机电产品,商务
33876,建筑业企业资质证书,简单变更,城乡 建设
35216,药品补充申请备案件,"根据《药品注册管理办法》及有关规定，复方利血平片
改变原料药产地的申请已备案：硫酸双肼屈嗪原料药供应商在亚宝药业集团股份有限公司基础上增加常州武新制药有限公司；氢氯噻嗪原料药供应商在常州制药厂有限公司基础上增加苏州立新制药有限公司。",药品 监督 管理
33879,建筑业企业资质证书,简单变更,城乡 建设
33878,建筑业企业资质证书,简单变更,城乡 建设
35218,关于业户许可决定书,道路业户经营许可新增,交通 运输
33689,建筑业企业资质证书,简单变更,城乡 建设
33676,建筑业企业资质证书,简单变更,城乡 建设
35219,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
33696,建筑业企业资质证书,简单变更,城乡 建设
34214,建筑业企业资质证书,简单变更,城乡 建设
35020,交通行政许可申请许可决定书,"南通焯晟石油化工有限公司:你(单位)于2021-07-22 08:48:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-26 06:00:00时间内作业。",港口
35021,交通行政许可申请许可决定书,"江阴恒阳化工储运有限公司:你(单位)于2021-07-22 14:01:46向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:30:00至2021-07-24 14:30:00时间内作业。",口岸
35018,交通行政许可申请许可决定书,"中石化南京清江物流有限公司:你(单位)于2021-07-22 13:07:17向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-24 08:00:00时间内作业。",交通 运输
35019,交通行政许可申请许可决定书,"南通焯晟石油化工有限公司:你(单位)于2021-07-22 08:59:24向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-24 14:00:00时间内作业。",港口
35025,关于车辆许可决定书,更新,交通 运输
35029,交通行政许可申请许可决定书,"扬州华泰石化物流有限公司:你(单位)于2021-07-22 08:48:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 11:03:00至2021-07-24 15:45:43时间内作业。",交通 运输
35030,交通行政许可申请许可决定书,"南通鑫港化工有限公司:你(单位)于2021-07-21 13:00:12向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 16:00:00至2021-07-24 16:00:00时间内作业。",交通 运输
35026,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35028,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
34427,建筑业企业资质证书,简单变更,城乡 建设
35011,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:13:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",交通 运输
35012,交通行政许可申请许可决定书,"苏州现代货箱码头有限公司:你(单位)于2021-07-22 10:49:34向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 23:00:00至2021-07-24 23:00:00时间内作业。",交通 运输
35009,交通行政许可申请许可决定书,"中国石油天然气股份有限公司江苏盐城射阳销售分公司:你(单位)于2021-07-21 21:15:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:10:00至2021-07-23 18:40:00时间内作业。",交通 运输
35010,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 16:30:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:35:35至2021-07-24 17:24:46时间内作业。",交通 运输
35013,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:44:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 14:00:00时间内作业。",港口
35016,交通行政许可申请许可决定书,"江苏长江石油化工有限公司:你(单位)于2021-07-21 23:54:24向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 09:00:00至2021-07-26 08:00:00时间内作业。",交通 运输
35017,交通行政许可申请许可决定书,"镇江港务集团有限公司:你(单位)于2021-07-22 08:35:17向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-23 15:20:00时间内作业。",交通 运输
35014,交通行政许可申请许可决定书,"张家港保税区长江国际港务有限公司:你(单位)于2021-07-21 21:21:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 21:30:00至2021-07-23 20:00:00时间内作业。",交通 运输
35015,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 10:54:57向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-24 05:00:00时间内作业。",交通 运输
35049,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35050,关于业户许可决定书,道路业户经营许可新增,交通 运输
35047,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35048,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35051,关于业户许可决定书,道路业户经营许可新增,交通 运输
35054,关于业户许可决定书,道路业户经营许可新增,交通 运输
34216,建设工程消防设计审查意见书,消防设计审查,城乡 建设
35052,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35053,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35046,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35033,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:05:49向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 08:00:00至2021-07-26 18:00:00时间内作业。",港口
35034,交通行政许可申请许可决定书,"南京惠洋码头有限公司:你(单位)于2021-07-22 09:15:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-24 15:00:00时间内作业。",交通 运输
35031,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:23:49向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 00:00:00至2021-07-28 00:00:00时间内作业。",港口
35032,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 08:51:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-26 00:00:00至2021-07-27 00:00:00时间内作业。",港口
35035,交通行政许可申请许可决定书,"南京港股份有限公司仪征分公司:你(单位)于2021-07-22 14:30:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 07:00:00至2021-07-24 18:00:00时间内作业。",交通 运输
34317,准予药品经营许可证变更行政许可决定书,质量负责人变更为程瑜,行政 审批
35045,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
35036,交通行政许可申请许可决定书,"太仓阳鸿石化有限公司:你(单位)于2021-07-22 09:17:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-24 18:00:00时间内作业。",交通 运输
35037,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 10:01:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:35:35至2021-07-24 17:24:46时间内作业。",交通 运输
35452,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37121,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37122,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37123,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36969,交通行政许可申请许可决定书,"中石化南京清江物流有限公司:你(单位)于2021-07-22 12:45:09向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 13:00:00至2021-07-24 08:00:00时间内作业。",交通 运输
36970,交通行政许可申请许可决定书,"南通久泰化工有限公司:你(单位)于2021-07-22 09:02:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:25:16至2021-07-24 09:14:25时间内作业。",交通 运输
36971,交通行政许可申请许可决定书,"江苏梅兰化工有限公司:你(单位)于2021-07-22 10:19:13向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-23 15:00:00时间内作业。",交通 运输
37125,交通行政许可申请许可决定书,"南通市远邦石油有限公司:你(单位)于2021-07-22 14:27:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:05:00至2021-07-23 21:10:00时间内作业。",港口
37130,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37131,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37132,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37126,交通行政许可申请许可决定书,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:45:59向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 11:10:00至2021-07-23 12:30:00时间内作业。",交通 运输
37128,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37129,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36968,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 08:32:36向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:00:00至2021-07-23 23:00:00时间内作业。",交通 运输
36958,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36959,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36960,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36955,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36956,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36957,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36961,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36965,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36966,交通行政许可申请许可决定书,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:03:58向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 10:00:00至2021-07-26 00:00:00时间内作业。",港口
36967,交通行政许可申请许可决定书,"张家港保税港区港务有限公司:你(单位)于2021-07-22 15:20:22向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-27 00:00:00时间内作业。",交通 运输
36962,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36963,关于车辆许可决定书,预约出租客运,交通 运输
36964,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37158,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37159,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37160,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37148,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37156,关于业户许可决定书,道路业户经营许可新增,交通 运输
37157,关于车辆许可决定书,道路运输车辆道运证配发,行政 审批
37161,关于扬州市佳源桂府幼儿园建设工程抗震设防要求的批复,扬州市佳源桂府幼儿园建设工程抗震设防要求,城乡 建设
37173,交通行政许可申请许可决定书,"南通阳鸿石化储运有限公司:你(单位)于2021-07-22 14:22:50向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-25 00:00:00时间内作业。",港口
37174,交通行政许可申请许可决定书,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:52:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:40:00至2021-07-23 16:00:00时间内作业。",交通 运输
37175,交通行政许可申请许可决定书,"张家港保税区长江国际港务有限公司:你(单位)于2021-07-21 21:34:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 21:40:00至2021-07-23 18:00:00时间内作业。",交通 运输
37170,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37171,交通行政许可申请许可决定书,"连云港新荣泰码头有限公司:你(单位)于2021-07-22 10:00:54向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-30 20:00:00时间内作业。",港口
37172,交通行政许可申请许可决定书,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:43:34向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 09:45:00至2021-07-23 11:00:00时间内作业。",交通 运输
37147,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37136,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37137,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37139,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37133,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37134,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37135,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37140,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37144,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37145,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37146,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37141,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37142,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
37143,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36954,关于业户许可决定书,道路业户经营许可新增,交通 运输
36704,交通行政许可申请许可决定书,"南通阳鸿石化储运有限公司:你(单位)于2021-07-22 09:04:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-25 00:00:00时间内作业。",港口
36705,交通行政许可申请许可决定书,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:54:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:10:00至2021-07-23 17:30:00时间内作业。",交通 运输
36706,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 15:16:52向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:30:00至2021-07-24 22:30:00时间内作业。",交通 运输
36685,交通行政许可申请许可决定书,"苏州现代货箱码头有限公司:你(单位)于2021-07-22 09:27:16向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-24 10:00:00时间内作业。",交通 运输
36686,交通行政许可申请许可决定书,"苏州盛虹纤维有限公司:你(单位)于2021-07-22 08:37:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-23 18:00:00时间内作业。",交通 运输
36703,交通行政许可申请许可决定书,"南京港股份有限公司仪征分公司:你(单位)于2021-07-22 10:48:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 01:00:00至2021-07-24 14:00:00时间内作业。",交通 运输
36858,准予行政许可决定书,集中式供水,卫生 健康 委员会
36868,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36869,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36874,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36859,准予行政许可决定书,X射线影像诊断,卫生 健康 委员会
36866,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36867,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36684,交通行政许可申请许可决定书,"中国石化集团南京化学工业有限公司:你(单位)于2021-07-22 08:31:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 09:00:00至2021-07-25 10:00:00时间内作业。",交通 运输
36666,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36667,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36668,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36660,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36664,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36665,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36669,关于车辆许可决定书,预约出租客运,交通 运输
36681,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36682,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36683,交通行政许可申请许可决定书,"南京炼油厂有限责任公司:你(单位)于2021-07-22 11:37:29向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:00:00至2021-07-24 00:00:00时间内作业。",交通 运输
36676,关于徐州徐牛养殖科技发展有限公司奶牛养殖项目环境影响报告书的审批意见,徐州徐牛养殖科技发展有限公司奶牛养殖项目,环境
36679,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36680,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36908,交通行政许可申请许可决定书,"江苏利士德化工有限公司:你(单位)于2021-07-22 15:12:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-24 06:00:00时间内作业。",口岸
36909,交通行政许可申请许可决定书,"南通市远邦石油有限公司:你(单位)于2021-07-22 17:39:40向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 02:45:00至2021-07-24 04:50:00时间内作业。",港口
36910,交通行政许可申请许可决定书,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:24:05向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 17:00:00至2021-07-25 23:00:00时间内作业。",交通 运输
36898,关于车辆许可决定书,道路运输车辆道运证配发,交通 运输
36906,交通行政许可申请许可决定书,"常熟宏川石化仓储有限公司:你(单位)于2021-07-22 09:38:11向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:00:00至2021-07-23 21:00:00时间内作业。",交通 运输
36907,交通行政许可申请许可决定书,"江苏中燃油品储运有限公司:你(单位)于2021-07-22 08:19:37向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:00:00至2021-07-23 13:00:00时间内作业。",交通 运输
36911,交通行政许可申请许可决定书,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 09:27:17向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 11:00:00至2021-07-24 09:00:00时间内作业。",交通 运输
36939,准予许可决定书,药品零售企业许可变更,行政 审批
36942,准予许可决定书,同意命名百艺街,行政 审批
36946,准予行政许可决定书,"苏州绕城高速公路有限公司太湖服务区

你（单位）于 2021年07月22日向本行政机关提出 公共场所卫生许可（延续） 的申请，本机关于 2021年07月22日依法受理，经审查，符合法定条件、标准，根据 《中华人民共和国行政许可法》的规定， 本行政机关决定 准予你（单位） 行政许可。",人民政府
36912,交通行政许可申请许可决定书,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 12:03:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:00:00至2021-07-23 23:30:00时间内作业。",交通 运输
36913,交通行政许可申请许可决定书,"连云港泰地石油化工有限公司:你(单位)于2021-07-21 22:45:24向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-30 12:00:00至2021-08-10 12:00:00时间内作业。",港口
36928,交通行政许可申请许可决定书,"南京扬子物流有限责任公司:你(单位)于2021-07-22 10:59:46向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-25 23:59:00时间内作业。",交通 运输
36897,交通行政许可申请许可决定书,"张家港孚宝仓储有限公司:你(单位)于2021-07-22 15:34:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:00:00至2021-07-25 10:00:00时间内作业。",交通 运输
